month,variable,value
2003-10-31,FILRSBVRT,6.77
2003-11-30,FILRSBVRT,7.02
2003-12-31,FILRSBVRT,7.27
2004-01-31,FILRSBVRT,7.27
2004-02-29,FILRSBVRT,7.27
2004-03-31,FILRSBVRT,7.27
2004-04-30,FILRSBVRT,7.27
2004-05-31,FILRSBVRT,7.27
2004-06-30,FILRSBVRT,7.27
2004-07-31,FILRSBVRT,7.27
2004-08-31,FILRSBVRT,7.27
2004-09-30,FILRSBVRT,7.27
2004-10-31,FILRSBVRT,7.27
2004-11-30,FILRSBVRT,7.27
2004-12-31,FILRSBVRT,7.27
2005-01-31,FILRSBVRT,7.27
2005-02-28,FILRSBVRT,7.27
2005-03-31,FILRSBVRT,7.52
2005-04-30,FILRSBVRT,7.52
2005-05-31,FILRSBVRT,7.52
2005-06-30,FILRSBVRT,7.52
2005-07-31,FILRSBVRT,7.52
2005-08-31,FILRSBVRT,7.52
2005-09-30,FILRSBVRT,7.52
2005-10-31,FILRSBVRT,7.52
2005-11-30,FILRSBVRT,7.52
2005-12-31,FILRSBVRT,7.52
2006-01-31,FILRSBVRT,7.55
2006-02-28,FILRSBVRT,7.55
2006-03-31,FILRSBVRT,7.55
2006-04-30,FILRSBVRT,7.55
2006-05-31,FILRSBVRT,7.8
2006-06-30,FILRSBVRT,7.8
2006-07-31,FILRSBVRT,7.8
2006-08-31,FILRSBVRT,8.05
2006-09-30,FILRSBVRT,8.05
2006-10-31,FILRSBVRT,8.05
2006-11-30,FILRSBVRT,8.3
2006-12-31,FILRSBVRT,8.3
2007-01-31,FILRSBVRT,8.3
2007-02-28,FILRSBVRT,8.3
2007-03-31,FILRSBVRT,8.3
2007-04-30,FILRSBVRT,8.3
2007-05-31,FILRSBVRT,8.3
2007-06-30,FILRSBVRT,8.3
2007-07-31,FILRSBVRT,8.3
2007-08-31,FILRSBVRT,8.55
2007-09-30,FILRSBVRT,8.55
2007-10-31,FILRSBVRT,8.57
2007-11-30,FILRSBVRT,8.82
2007-12-31,FILRSBVRT,8.97
2008-01-31,FILRSBVRT,9.07
2008-02-29,FILRSBVRT,9.36
2008-03-31,FILRSBVRT,9.72
2008-04-30,FILRSBVRT,9.86
2008-05-31,FILRSBVRT,9.89
2008-06-30,FILRSBVRT,9.99
2008-07-31,FILRSBVRT,10.1
2008-08-31,FILRSBVRT,10.1
2008-09-30,FILRSBVRT,9.97
2008-10-31,FILRSBVRT,9.41
2008-11-30,FILRSBVRT,9.21
2008-12-31,FILRSBVRT,8.35
2009-01-31,FILRSBVRT,8.28
2009-02-28,FILRSBVRT,7.28
2009-03-31,FILRSBVRT,7.22
2009-04-30,FILRSBVRT,7.08
2009-05-31,FILRSBVRT,7.08
2009-06-30,FILRSBVRT,7.11
2009-07-31,FILRSBVRT,7.11
2009-08-31,FILRSBVRT,7.11
2009-09-30,FILRSBVRT,7.11
2009-10-31,FILRSBVRT,7.36
2009-11-30,FILRSBVRT,7.55
2009-12-31,FILRSBVRT,7.84
2010-01-31,FILRSBVRT,7.84
2010-02-28,FILRSBVRT,7.84
2010-03-31,FILRSBVRT,8.09
2010-04-30,FILRSBVRT,8.34
2010-05-31,FILRSBVRT,8.59
2010-06-30,FILRSBVRT,8.59
2010-07-31,FILRSBVRT,8.59
2010-08-31,FILRSBVRT,8.59
2010-09-30,FILRSBVRT,8.59
2010-10-31,FILRSBVRT,8.59
2010-11-30,FILRSBVRT,8.99
2010-12-31,FILRSBVRT,8.99
2011-01-31,FILRSBVRT,8.99
2011-02-28,FILRSBVRT,8.99
2011-03-31,FILRSBVRT,8.99
2011-04-30,FILRSBVRT,8.99
2011-05-31,FILRSBVRT,8.99
2011-06-30,FILRSBVRT,8.99
2011-07-31,FILRSBVRT,8.99
2011-08-31,FILRSBVRT,8.99
2011-09-30,FILRSBVRT,8.99
2011-10-31,FILRSBVRT,8.99
2011-11-30,FILRSBVRT,8.77
2011-12-31,FILRSBVRT,8.52
2012-01-31,FILRSBVRT,8.52
2012-02-29,FILRSBVRT,8.61
2012-03-31,FILRSBVRT,8.61
2012-04-30,FILRSBVRT,8.62
2012-05-31,FILRSBVRT,8.22
2012-06-30,FILRSBVRT,7.99
2012-07-31,FILRSBVRT,7.99
2012-08-31,FILRSBVRT,7.99
2012-09-30,FILRSBVRT,7.99
2012-10-31,FILRSBVRT,7.8
2012-11-30,FILRSBVRT,7.8
2012-12-31,FILRSBVRT,7.6
2013-01-31,FILRSBVRT,7.6
2013-02-28,FILRSBVRT,7.6
2013-03-31,FILRSBVRT,7.6
2013-04-30,FILRSBVRT,7.6
2013-05-31,FILRSBVRT,7.35
2013-06-30,FILRSBVRT,7.35
2013-07-31,FILRSBVRT,7.35
2013-08-31,FILRSBVRT,7.1
2013-09-30,FILRSBVRT,7.1
2013-10-31,FILRSBVRT,7.1
2013-11-30,FILRSBVRT,7.1
2013-12-31,FILRSBVRT,7.1
2014-01-31,FILRSBVRT,7.1
2014-02-28,FILRSBVRT,7.1
2014-03-31,FILRSBVRT,7.1
2014-04-30,FILRSBVRT,7.1
2014-05-31,FILRSBVRT,7.1
2014-06-30,FILRSBVRT,7.1
2014-07-31,FILRSBVRT,7.1
2014-08-31,FILRSBVRT,7.1
2014-09-30,FILRSBVRT,7.1
2014-10-31,FILRSBVRT,7.1
2014-11-30,FILRSBVRT,7.1
2014-12-31,FILRSBVRT,7.1
2015-01-31,FILRSBVRT,7.1
2015-02-28,FILRSBVRT,6.85
2015-03-31,FILRSBVRT,6.85
2015-04-30,FILRSBVRT,6.85
2015-05-31,FILRSBVRT,6.6
2015-06-30,FILRSBVRT,6.6
2015-07-31,FILRSBVRT,6.6
2015-08-31,FILRSBVRT,6.6
2015-09-30,FILRSBVRT,6.6
2015-10-31,FILRSBVRT,6.6
2015-11-30,FILRSBVRT,6.6
2015-12-31,FILRSBVRT,6.6
